model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms,sum_correct,above_count,below_count,equal_count,above_indices,equal_indices,mean_correct,max_above_correct,below_has_zero,no_negatives
gemini-2.0-flash,google,0.5,reason_first,18,1808,1808,4096,1.0,1.0,4392,966,0.0008256000000000001,5636.701042007189,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,14,904,2712,4096,1.0,1.0,4397,903,0.0008009000000000001,5263.478167005815,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,15,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,5799.184917006642,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,14,3254,362,4096,1.0,1.0,4391,962,0.0008239000000000001,5390.627333006705,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,15,3254,362,4096,1.0,1.0,4391,846,0.0007775,5237.69516700122,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,15,2712,904,4096,1.0,1.0,4391,898,0.0007983,5547.767916999874,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,16,2712,904,4096,1.0,1.0,4391,919,0.0008067,6096.037957991939,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,15,904,2712,4096,1.0,1.0,4397,804,0.0007613,4903.00424999441,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,19,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,6094.053499997244,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,16,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6425.453000003472,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,15,904,2712,4096,0.9,0.9,4397,1024,0.0008493000000000001,5706.374166999012,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,16,904,2712,4096,0.9,0.9,4397,1024,0.0008493000000000001,5436.060042004101,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,17,2712,904,4096,1.0,1.0,4391,900,0.0007991000000000001,5218.782583004213,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,17,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,5764.158999998472,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,17,904,2712,4096,1.0,1.0,4397,936,0.0008141000000000001,5453.794749992085,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,18,904,2712,4096,1.0,1.0,4397,812,0.0007645,5239.984041007119,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,16,3254,362,4096,1.0,1.0,4391,968,0.0008263000000000001,5948.497959005181,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,18,2712,904,4096,1.0,1.0,4391,897,0.0007979,5264.456792006968,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,19,1808,1808,4096,1.0,1.0,4392,757,0.000742,4823.588416998973,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,19,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6392.921624996234,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,16,904,2712,4096,0.9,0.9,4397,1024,0.0008493000000000001,6271.2658749951515,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,17,904,2712,4096,0.9,0.9,4397,1024,0.0008493000000000001,5786.832333003986,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,19,2712,904,4096,1.0,1.0,4391,992,0.0008359000000000001,5955.211416003294,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,19,904,2712,4096,0.9,0.9,4397,1024,0.0008493000000000001,5933.889833002468,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,18,904,2712,4096,1.0,1.0,4397,847,0.0007785,4943.139834009344,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,18,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6104.143250006018,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,19,3254,362,4096,1.0,1.0,4391,901,0.0007995,5114.9011660018,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,19,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,5675.778124990757,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,18,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,5769.129874999635,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,19,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,5770.642791001592,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,19,904,2712,4096,1.0,1.0,4397,966,0.0008261000000000002,5516.736417004722,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,17,3254,362,4096,0.9,0.9,4391,919,0.0008067,5053.07087500114,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,18,3254,362,4096,1.0,1.0,4391,890,0.0007951,5447.680583994952,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,19,3254,362,4096,1.0,1.0,4391,969,0.0008267000000000001,5897.99908400164,1,1,1,1,1,1,1,1,1,1
